feature,importance,model,importance_type,rank
project_prf_team_size_group_21_30,0.0019606526521661906,GradientBoostingRegressor,feature_importances_,36
external_eef_organisation_type_communications,0.0018409201812089942,GradientBoostingRegressor,feature_importances_,37
project_prf_application_group_mathematically_intensive_application,0.0016577946689154065,GradientBoostingRegressor,feature_importances_,38
project_prf_relative_size_xxs,0.001653325711405284,GradientBoostingRegressor,feature_importances_,39
tech_tf_architecture_stand_alone,0.0015266183298650825,GradientBoostingRegressor,feature_importances_,40
project_prf_relative_size_xs,0.0014644926368539278,GradientBoostingRegressor,feature_importances_,41
tech_tf_dbms_used_missing,0.0014620282654543443,GradientBoostingRegressor,feature_importances_,42
project_prf_application_group_real_time_application,0.0013362117822734976,GradientBoostingRegressor,feature_importances_,43
project_prf_team_size_group_missing,0.00118741866594046,GradientBoostingRegressor,feature_importances_,44
process_pmf_development_methodologies_timeboxing,0.0009205338857707864,GradientBoostingRegressor,feature_importances_,45
project_prf_case_tool_used_no,0.0005625480107268832,GradientBoostingRegressor,feature_importances_,46
project_prf_case_tool_used_missing,0.0005466458410708794,GradientBoostingRegressor,feature_importances_,47
external_eef_organisation_type_telecommunications,0.0005315328694067474,GradientBoostingRegressor,feature_importances_,48
process_pmf_prototyping_used_missing,0.00037862254274806845,GradientBoostingRegressor,feature_importances_,49
tech_tf_client_server_no,0.0003166002317132561,GradientBoostingRegressor,feature_importances_,50
tech_tf_language_type_missing,0.00020406339897871453,GradientBoostingRegressor,feature_importances_,51
project_prf_team_size_group_5_8,8.205904136110403e-06,GradientBoostingRegressor,feature_importances_,52
project_prf_team_size_group_3_4,0.0,GradientBoostingRegressor,feature_importances_,53
tech_tf_client_server_yes,0.0,GradientBoostingRegressor,feature_importances_,54
tech_tf_client_server_missing,0.0,GradientBoostingRegressor,feature_importances_,55
tech_tf_dbms_used_no,0.0,GradientBoostingRegressor,feature_importances_,56
project_prf_team_size_group_9_14,0.0,GradientBoostingRegressor,feature_importances_,57
project_prf_team_size_group_2,0.0,GradientBoostingRegressor,feature_importances_,58
project_prf_case_tool_used_yes,0.0,GradientBoostingRegressor,feature_importances_,59
tech_tf_language_type_2gl,0.0,GradientBoostingRegressor,feature_importances_,60
tech_tf_architecture_multi_tier_client_server,0.0,GradientBoostingRegressor,feature_importances_,61
process_pmf_prototyping_used_yes,0.0,GradientBoostingRegressor,feature_importances_,62
functional_size_group_m_100_999,0.0,GradientBoostingRegressor,feature_importances_,63
functional_size_group_l_1000_2999,0.0,GradientBoostingRegressor,feature_importances_,64
tech_tf_development_platform_hand_held,0.0,GradientBoostingRegressor,feature_importances_,65
project_prf_development_type_re_development,0.0,GradientBoostingRegressor,feature_importances_,66
project_prf_application_group_infrastructure_software,0.0,GradientBoostingRegressor,feature_importances_,67
external_eef_industry_sector_communication,0.0,GradientBoostingRegressor,feature_importances_,68
process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,0.0,GradientBoostingRegressor,feature_importances_,69
process_pmf_development_methodologies_rapid_application_development_rad,0.0,GradientBoostingRegressor,feature_importances_,70
process_pmf_development_methodologies_multifunctional_teams,0.0,GradientBoostingRegressor,feature_importances_,71
process_pmf_development_methodologies_it_unified_process_itup,0.0,GradientBoostingRegressor,feature_importances_,72
external_eef_organisation_type_telecom_and_networking,0.0,GradientBoostingRegressor,feature_importances_,73
external_eef_organisation_type_general_public_mobile_phone_end_user,0.0,GradientBoostingRegressor,feature_importances_,74
tech_tf_dbms_used_yes,0.0,GradientBoostingRegressor,feature_importances_,75
