Feature,communication 1_GradientBoostingRegressor,communication 2_BayesianRidge,communication 3_Lasso,government 1_GradientBoostingRegressor,government 2_LinearRegression,government 3_Lasso,insurance 1_GradientBoostingRegressor,insurance 2_Lasso,insurance 3_LassoLars,medical 1_LGBMRegressor,medical 2_GradientBoostingRegressor,medical 3_LassoLars,serviceindustry 1_GradientBoostingRegressor,serviceindustry 2_BayesianRidge,serviceindustry 3_Lasso
external_eef_data_quality_rating_a,0.0035799988279108957,59.27757179829602,53.37912163410069,0.0038934766094213848,220.1318359375,213.46873217910135,0.00013794240002715645,23.336738029540246,30.029260057674822,3.0,6.478162403911014e-05,79.23728109291415,0.0015447542803175007,81.30549424876398,59.95232841914784
project_prf_case_tool_used_missing,0.0005466458410708794,6.910855717632948,0.0,3.1622449442114955e-07,112.8524169921875,92.55678106697765,0.0,3.0906805116527187,10.090236980628193,97.0,0.0037407045927080286,190.86823817994443,0.0006047567746348324,137.80217392723355,130.06372390319632
tech_tf_development_platform_proprietary,0.0,0.0,0.0,0.0006710028215285333,162.546875,152.7649357861343,0.0,17.027160818975087,24.68593283676964,51.0,0.0032551575734823873,324.27339645870296,0.0002002572758694322,25.42764824164398,17.809845391990375
tech_tf_development_platform_multi,0.004880740250390423,42.217976591303575,35.689966761864014,0.0,55.49853515625,45.68506364030101,0.0004099691934825513,38.29441832716474,50.36820214748108,35.0,0.003598246987925579,222.55808273230915,0.00011601654324140109,124.60843885868645,120.98792723219769
project_prf_team_size_group_missing,0.00118741866594046,8.658978750476749,0.0,0.00010832168675975602,31.8388671875,22.975940957310932,0.0,8.466152378676481,16.65848028372087,4.0,0.0,29.508999614569472,0.00718984277757981,326.11176894344953,318.5797626017154
tech_tf_language_type_3gl,0.007556655466324371,93.26700861558523,89.97886093344923,0.0,56.3125,46.2167118665754,0.005097341611179073,117.80556967010851,120.43882307410689,34.0,0.0015862508427598894,172.75897925706644,0.0014950383461458266,19.740354922694962,10.097416931746125
tech_tf_language_type_missing,0.00020406339897871453,34.253265882345545,25.568771982113415,2.607980256775398e-05,9.0029296875,0.0,0.005732758266037196,127.73023252056575,134.67922518306048,0.0,0.00024008660186933175,78.0998415177267,0.0037574036480321066,175.62660902742553,166.26980487025781
tech_tf_architecture_missing,0.022408817150164347,117.9005932182499,119.1988254512406,8.196796200062023e-05,73.38134765625,63.238481560888346,0.016517635192841093,133.48460281498495,136.6558658977999,1.0,0.0,52.27251374597464,1.9426099419354565e-05,27.09396898335089,18.087607081325398
tech_tf_client_server_no,0.0003166002317132561,20.997191008968738,12.458088090556593,0.0014472977247310128,172.0102996826172,163.87829239598332,0.0014929261903104416,85.73459393857375,93.22221326103369,0.0,0.0,0.0,2.5628547769358748e-05,72.86735585838696,69.05489549420462
project_prf_relative_size_missing,0.0072428664670607535,74.21090592829437,66.78629919314267,0.0,43.1783447265625,34.76610895661334,0.00021831161929606902,42.39799513454187,52.67398297439262,95.0,0.0014052284338005193,174.17978386808153,0.00042274481444743806,47.495120351102884,42.61099500513024
project_prf_team_size_group_3_4,0.0,12.671304718929253,5.533174873179758,0.0,2.06787109375,0.0,0.00036320635656387573,40.59810141795024,48.46046934433929,0.0,0.0,59.19058885191604,0.0032881618549996366,219.26619223168768,212.131307189024
tech_tf_development_platform_missing,0.002477087924721588,47.47824820002317,40.761031630556765,0.0,30.1268310546875,23.758145099959883,0.012433062571717187,110.54562222107015,113.48943440979974,29.0,0.0,79.73501561789561,4.2569769468766846e-05,64.04133415087799,58.888413858704176
tech_tf_language_type_2gl,0.0,7.756872332755819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00710101414649963,283.72295765503776,277.8383599731807
functional_size_group_m_100_999,0.0,8.627629296929086,6.737838357894901,0.0,56.892578125,44.70738770382049,0.0028573807421577923,61.2426807742222,69.27180859322804,158.0,0.00017125844622688984,71.98078593126782,0.000980738244945043,45.74358096380536,31.928069681907914
tech_tf_development_platform_mr,0.002618244069421725,30.37680135164123,23.479490184079964,4.8962015834454505e-05,101.9141845703125,92.17072511230228,0.0,0.0,2.642034791556238,31.0,0.000852189494488588,120.03628796585005,6.965353318767468e-05,65.71058691176877,57.51101537772819
project_prf_relative_size_xxs,0.001653325711405284,58.097541536393734,51.462921110465196,0.0,89.43145751953125,77.56645521926842,0.00032974931309453706,47.79784522544077,55.31013598546292,9.0,0.0004608255845201151,118.6786860223363,0.0,0.0,0.0
project_prf_team_size_group_2,0.0,10.231827909657394,2.3518061710639047,0.0009168826792260702,99.07470703125,90.74971832030778,0.0,0.0,0.0,107.0,0.0012519689139505674,95.83575724484939,0.003898049974494681,61.22063083149354,27.893787881418785
project_prf_relative_size_xs,0.0014644926368539278,20.868354743419708,11.878952446496486,0.00035460373077643393,87.63697814941406,78.11067211615504,0.0,0.0,0.0,35.0,0.0,7.011670182806203,0.0018535036141507344,123.76416262266218,116.96028547469845
tech_tf_development_platform_mf,0.002374025185296048,28.087892213299043,21.00078155309337,7.278406011513222e-05,35.938621520996094,27.226176181500634,0.0,28.907537794442764,40.943717368418675,29.0,0.0015847783535558398,173.87455577423538,3.954166693743808e-05,45.63252563589492,35.60140775415462
project_prf_case_tool_used_yes,0.0,26.204348368974276,18.0537987603003,0.0008456063798202617,145.697265625,138.57088192374536,0.0003549629997493437,42.30208311586843,51.005888416238044,0.0,0.0006829248742451189,27.46662676595208,0.002575951306772548,12.810729558132039,0.0
external_eef_organisation_type_wholesale_and_retail_trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,0.0019063594237510404,84.18992908036628,0.0,0.0,0.0
project_prf_relative_size_m2,0.00657600018733999,10.316333379486295,8.854274650409959,0.001346194534632779,123.515869140625,114.30509796775958,0.00034039772024792845,0.0,5.316867633675059,13.0,6.472520623653901e-05,60.515239456137486,0.0002665660306663319,67.99759173298355,56.13225869357896
tech_tf_architecture_multi_tier_with_web_public_interface,0.007575575349041244,109.03970846721607,105.90430201291724,0.0,55.72943115234375,46.35865830398237,0.0,13.269171228992976,20.90575918753324,7.0,7.28626873690387e-05,72.33569670683362,0.0006206545714389078,13.562948875638625,5.141176782580399
project_prf_application_group_infrastructure_software,0.0,3.1694415217360152,0.0,0.0019319372854528756,51.50097890896723,40.738344479665834,0.0001273852476078965,5.861441636036738,12.431840695109916,54.0,0.009107879473187083,272.54208423139414,0.0,0.0,0.0
tech_tf_client_roles_missing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02435777381961567,219.85864854493295,218.0421284446324
project_prf_team_size_group_21_30,0.0019606526521661906,18.012945169037682,9.992213476475797,0.0,35.855926513671875,12.61910082568387,0.0,0.0,0.0,0.0,0.0,28.659937651438103,0.0024126567797162334,165.06910563054785,153.74998569211564
process_pmf_development_methodologies_multifunctional_teams,0.0,2.93655823818939,0.0,0.0,0.0,0.0,0.00011525943169917513,23.072301362612855,31.344755855664467,0.0,0.0,0.0,0.001152248936083469,192.08433320494507,172.34207379446218
project_prf_team_size_group_15_20,0.0,0.0,0.0,0.000983077154499638,130.5594482421875,119.37974624772693,0.0,0.0,0.0,144.0,0.0,16.241096617402107,0.00029064270845561603,9.214634945805685,0.6369299027647107
